,0
BB_upper_band_150_per_3_per_ago_%,-0.02154491197152274
EMA_200_22_per_ago_%,-0.021570329988370652
BB_middle_band_300_per_15_per_ago_%,-0.021571895797948624
BB_middle_band_150_per_8_per_ago_%,-0.021587236729785863
EMA_21_3_per_ago_%,-0.021638338513864618
EMA_100_12_per_ago_%,-0.021661927478054455
EMA_13_2_per_ago_%,-0.021673920911038126
BB_middle_band_70_per_6_per_ago_%,-0.021738803217595516
BB_lower_band_300_per_8_per_ago_%,-0.02175547868077058
SMA_200_10_per_ago_%,-0.02188587949098592
EMA_40_6_per_ago_%,-0.021897815498768406
BB_middle_band_200_per_10_per_ago_%,-0.021937134892557088
BB_middle_band_60_per_6_per_ago_%,-0.02204034579267977
EMA_50_8_per_ago_%,-0.022144357225356136
EMA_150_17_per_ago_%,-0.022382027022353427
SMA_100_7_per_ago_%,-0.02238286904731865
EMA_200_23_per_ago_%,-0.022385094636197336
EMA_20_3_per_ago_%,-0.022443126699434893
BB_middle_band_100_per_7_per_ago_%,-0.02255988581843722
BB_lower_band_30_per_1_per_ago_%,-0.0226222835706997
BB_lower_band_100_per_3_per_ago_%,-0.02266856086432389
BB_middle_band_90_per_7_per_ago_%,-0.02270181431116533
BB_middle_band_300_per_16_per_ago_%,-0.022919750181859763
BB_upper_band_80_per_2_per_ago_%,-0.023020642647813894
BB_lower_band_150_per_6_per_ago_%,-0.023086808762586723
EMA_200_24_per_ago_%,-0.023161937118057543
EMA_100_13_per_ago_%,-0.023485458197457287
BB_upper_band_70_per_2_per_ago_%,-0.023543279292173126
BB_middle_band_50_per_4_per_ago_%,-0.023564820407733927
SMA_50_4_per_ago_%,-0.023602449732917648
EMA_150_18_per_ago_%,-0.023603699932756815
BB_lower_band_300_per_9_per_ago_%,-0.023809329518666277
EMA_11_2_per_ago_%,-0.02385109890787767
BB_middle_band_40_per_4_per_ago_%,-0.0238549396032264
BB_lower_band_200_per_7_per_ago_%,-0.02389827149601573
EMA_200_25_per_ago_%,-0.02401262155337203
SMA_200_11_per_ago_%,-0.024028259249222847
BB_middle_band_80_per_7_per_ago_%,-0.02403214946832019
BB_middle_band_200_per_11_per_ago_%,-0.02403283139611763
SMA_150_9_per_ago_%,-0.02405648290484221
EMA_50_9_per_ago_%,-0.024136169650258405
BB_middle_band_150_per_9_per_ago_%,-0.024168371620343812
BB_middle_band_300_per_17_per_ago_%,-0.02423647628900595
SMA_40_4_per_ago_%,-0.024251353043802465
BB_upper_band_200_per_4_per_ago_%,-0.0243228391022913
BB_lower_band_70_per_2_per_ago_%,-0.024612224293266267
EMA_150_19_per_ago_%,-0.024702487556250447
EMA_200_26_per_ago_%,-0.024867544825609187
EMA_40_7_per_ago_%,-0.024877337049069984
EMA_10_2_per_ago_%,-0.025087700603272464
BB_middle_band_70_per_7_per_ago_%,-0.02518877260079246
EMA_100_14_per_ago_%,-0.025204583810448142
BB_lower_band_150_per_7_per_ago_%,-0.02523896213731934
BB_upper_band_60_per_2_per_ago_%,-0.02524231663177791
EMA_30_5_per_ago_%,-0.025361259920396135
SMA_21_2_per_ago_%,-0.025423785215615325
BB_middle_band_60_per_7_per_ago_%,-0.025458303833904773
SMA_100_8_per_ago_%,-0.025462109303499438
BB_middle_band_300_per_18_per_ago_%,-0.02559366915594782
EMA_200_27_per_ago_%,-0.025642766965644673
BB_middle_band_100_per_8_per_ago_%,-0.02572144071402964
BB_lower_band_300_per_10_per_ago_%,-0.025829957603748423
BB_upper_band_300_per_5_per_ago_%,-0.025831862014716524
EMA_150_20_per_ago_%,-0.02584589513739226
SMA_20_2_per_ago_%,-0.025857851701740483
BB_middle_band_90_per_8_per_ago_%,-0.025893123671199208
BB_middle_band_200_per_12_per_ago_%,-0.026086520620090797
SMA_200_12_per_ago_%,-0.02611408424276948
EMA_50_10_per_ago_%,-0.026279764509942186
EMA_200_28_per_ago_%,-0.026379873196459742
EMA_9_2_per_ago_%,-0.026448146481550434
SMA_150_10_per_ago_%,-0.026557312004341777
SMA_10_2_per_ago_%,-0.026558345890318164
SMA_30_3_per_ago_%,-0.02664142872580771
BB_middle_band_150_per_10_per_ago_%,-0.026643648080895085
BB_lower_band_60_per_2_per_ago_%,-0.026848955051275783
EMA_100_15_per_ago_%,-0.026884851577592676
EMA_150_21_per_ago_%,-0.026884944211240745
BB_lower_band_200_per_8_per_ago_%,-0.026901779268928654
BB_middle_band_300_per_19_per_ago_%,-0.026921768869451683
EMA_200_29_per_ago_%,-0.027092667797834372
BB_lower_band_90_per_3_per_ago_%,-0.027123123470070783
BB_upper_band_100_per_3_per_ago_%,-0.027173891206729615
BB_middle_band_80_per_8_per_ago_%,-0.02717978495336534
SMA_11_2_per_ago_%,-0.027191936955369166
BB_lower_band_150_per_8_per_ago_%,-0.027194696762758527
BB_middle_band_30_per_3_per_ago_%,-0.0272043690962138
SMA_13_2_per_ago_%,-0.027520726547186347
EMA_21_4_per_ago_%,-0.02758630961346744
BB_lower_band_300_per_11_per_ago_%,-0.027635616549380276
